month,day,year,hour,Product ID,Type,Air temp,Process temp,Rpm,Torque,Tool wear,Machine failure,unix
2,11,2015,20,L48858,L,298,307.5,1644,32.8,215,0,1423665000000
2,11,2015,21,L48859,L,298,307.5,1792,27.9,217,0,1423668600000
2,11,2015,22,L48864,L,297.8,307.3,1438,44.5,3,0,1423672200000
2,11,2015,23,L48865,L,297.9,307.3,1824,26.3,5,0,1423675800000
2,12,2015,0,L48867,L,297.9,307.3,1502,36.7,12,0,1423679400000
2,12,2015,1,L48868,L,297.9,307.4,1606,35.5,14,0,1423683000000
2,12,2015,2,L48869,L,297.9,307.5,1561,37.7,16,0,1423686600000
2,12,2015,3,L48871,L,297.9,307.5,1602,38.3,21,0,1423690200000
2,12,2015,4,L48874,L,298,307.5,1618,35.2,31,0,1423693800000
2,12,2015,5,L48875,L,298,307.6,1509,41.6,33,0,1423697400000
2,12,2015,6,L48876,L,297.9,307.6,1550,39,35,0,1423701000000
2,12,2015,7,L48878,L,297.9,307.6,1481,38,40,0,1423704600000
2,12,2015,8,L48879,L,298.1,307.7,1289,48.3,42,0,1423708200000
2,12,2015,9,L48881,L,298,307.7,1479,42.5,47,0,1423711800000
2,12,2015,10,L48882,L,298,307.7,1430,47.3,49,0,1423715400000
2,12,2015,11,L48886,L,298.2,307.8,1521,42.9,60,0,1423719000000
2,12,2015,12,L48887,L,298.2,307.8,1439,41.6,62,0,1423722600000
2,12,2015,13,L48888,L,298.2,307.8,1627,31.5,64,0,1423726200000
2,12,2015,14,L48889,L,298.2,307.8,1749,26.1,66,0,1423729800000
2,12,2015,15,L48890,L,298.2,307.8,1530,35.9,68,0,1423733400000
2,12,2015,16,L48891,L,298.2,307.8,1355,51.3,70,0,1423737000000
2,12,2015,17,L48892,L,298.3,307.9,1551,33.8,72,0,1423740600000
2,12,2015,18,L48893,L,298.2,307.8,1515,46.7,74,0,1423744200000
2,12,2015,19,L48894,L,298.2,307.8,1388,48.6,76,0,1423747800000
2,12,2015,20,L48895,L,298.2,307.8,1585,34.6,78,0,1423751400000
2,12,2015,21,L48896,L,298.1,307.7,1523,37.7,80,0,1423755000000
2,12,2015,22,L48897,L,298.2,307.6,1369,54.5,82,0,1423758600000
2,12,2015,23,L48899,L,298.2,307.7,1503,38.3,87,0,1423762200000
2,13,2015,12,L48900,L,298.2,307.7,1459,44.5,89,0,1423809000000
2,13,2015,1,L48901,L,298.2,307.7,1688,32.4,91,0,1423769400000
2,13,2015,2,L48903,L,298.2,307.8,2029,19.9,96,0,1423773000000
2,13,2015,3,L48906,L,298.3,307.8,1906,22.1,104,0,1423776600000
2,13,2015,4,L48908,L,298.3,307.7,1465,49.4,109,0,1423780200000
2,13,2015,5,L48913,L,298.4,308,1515,42.8,125,0,1423783800000
2,13,2015,6,L48915,L,298.4,308,1380,47.6,130,0,1423787400000
2,13,2015,7,L48916,L,298.4,307.9,1544,35.9,132,0,1423791000000
2,13,2015,8,L48917,L,298.4,307.9,1743,27.3,134,0,1423794600000
2,13,2015,9,L48922,L,298.5,308,1379,49.6,152,0,1423798200000
2,13,2015,10,L48925,L,298.5,308,1624,29.8,160,0,1423801800000
2,13,2015,11,L48926,L,298.4,308,1526,41.1,162,0,1423805400000
2,13,2015,12,L48927,L,298.4,307.9,2381,14.2,164,0,1423809000000
2,13,2015,1,L48929,L,298.3,307.7,1576,33.8,171,0,1423769400000
2,13,2015,2,L48931,L,298.3,307.6,1942,20.6,176,0,1423773000000
2,13,2015,3,L48932,L,298.2,307.6,1492,37.2,178,0,1423776600000
2,13,2015,4,L48933,L,298.2,307.5,1470,51.3,180,0,1423780200000
2,13,2015,5,L48935,L,298,307.3,1424,46.5,185,0,1423783800000
2,13,2015,6,L48938,L,298.1,307.4,1608,33.9,193,0,1423787400000
2,13,2015,7,L48940,L,298.1,307.5,1684,33.1,200,0,1423791000000
2,13,2015,8,L48941,L,298.1,307.6,1950,20.3,202,0,1423794600000
2,13,2015,9,L48943,L,298.2,307.6,1511,31,209,1,1423798200000
2,13,2015,10,L48945,L,298.2,307.6,1368,51.8,5,0,1423801800000
2,13,2015,11,L48949,L,298.4,307.9,1981,23.2,16,0,1423805400000
2,14,2015,12,L48951,L,298.4,307.9,1446,45.3,23,0,1423895400000
2,14,2015,1,L48952,L,298.4,308,1508,47.9,25,0,1423855800000
2,14,2015,2,L48953,L,298.5,308,1384,59.5,27,0,1423859400000
2,14,2015,3,L48955,L,298.5,308,1404,48.1,32,0,1423863000000
2,14,2015,4,L48956,L,298.5,308.1,1564,31.1,34,0,1423866600000
2,14,2015,5,L48958,L,298.6,308.2,1325,54,41,0,1423870200000
2,14,2015,6,L48960,L,298.5,308.2,1595,32.3,46,0,1423873800000
2,14,2015,7,L48961,L,298.5,308.1,1662,28.6,48,0,1423877400000
2,14,2015,8,L48962,L,298.4,308,1571,37.4,50,0,1423881000000
2,14,2015,9,L48964,L,298.3,308,2886,3.8,57,1,1423884600000
2,14,2015,10,L48965,L,298.2,308,1538,38.2,59,0,1423888200000
2,14,2015,11,L48966,L,298.4,308.2,1618,33,61,0,1423891800000
2,14,2015,12,L48967,L,298.4,308.2,1364,45.9,63,0,1423895400000
2,14,2015,1,L48968,L,298.3,308,1442,47.3,65,0,1423855800000
2,14,2015,2,L48969,L,298.2,307.9,1313,67.3,67,1,1423859400000
2,14,2015,3,L48970,L,298.2,307.9,1847,23.6,69,0,1423863000000
2,14,2015,4,L48971,L,298.1,307.8,1524,40.8,71,0,1423866600000
2,14,2015,5,L48973,L,298.1,307.8,1761,28.2,76,0,1423870200000
2,14,2015,6,L48983,L,298.1,307.7,1388,40.3,109,0,1423873800000
2,14,2015,7,L48984,L,298.1,307.7,1495,48.1,111,0,1423877400000
2,14,2015,8,L48987,L,298,307.6,1654,28.9,123,0,1423881000000
2,14,2015,9,L48988,L,298.1,307.7,2567,12.8,125,1,1423884600000
2,14,2015,10,L48989,L,298.1,307.7,1767,27,127,0,1423888200000
2,14,2015,11,L48990,L,298.1,307.6,1364,53.8,129,0,1423891800000
2,15,2015,12,L48992,L,298.2,307.8,1476,36.8,134,0,1423981800000
2,15,2015,1,L48993,L,298.1,307.7,1479,45,136,0,1423942200000
2,15,2015,2,L48994,L,298.1,307.7,1650,34.1,138,0,1423945800000
2,15,2015,3,L48996,L,298.1,307.6,1460,46.5,143,0,1423949400000
2,15,2015,4,L48997,L,298.1,307.7,1664,27.6,145,0,1423953000000
2,15,2015,5,L49000,L,298.1,307.5,1493,43.7,153,0,1423956600000
2,15,2015,6,L49001,L,298.1,307.6,1354,43.3,155,0,1423960200000
2,15,2015,7,L49002,L,298.1,307.6,1488,39.4,157,0,1423963800000
2,15,2015,8,L49003,L,298.1,307.7,1414,48.7,159,0,1423967400000
2,15,2015,9,L49004,L,298.1,307.5,1391,57.4,161,0,1423971000000
2,15,2015,10,L49008,L,297.8,307.2,1351,56.3,174,0,1423974600000
2,15,2015,11,L49009,L,297.8,307.2,1880,23,176,0,1423978200000
2,15,2015,12,L49010,L,297.8,307.3,1859,24,178,0,1423981800000
2,15,2015,1,L49013,L,297.8,307.3,1327,61,186,1,1423942200000
2,15,2015,2,L49014,L,297.8,307.2,1498,38.1,188,0,1423945800000
2,15,2015,3,L49016,L,297.7,307.2,1518,35.8,195,0,1423949400000
2,15,2015,4,L49017,L,297.7,307.2,1392,43,197,0,1423953000000
2,15,2015,5,L49019,L,297.7,307.1,1715,30.2,0,0,1423956600000
2,15,2015,6,L49021,L,297.7,307.2,1668,37.8,5,0,1423960200000
2,15,2015,7,L49023,L,297.6,307.1,1496,39.2,12,0,1423963800000
2,15,2015,8,L49025,L,297.7,307.2,1444,40,17,0,1423967400000
2,15,2015,9,L49027,L,297.8,307.3,1412,50.7,24,0,1423971000000
2,15,2015,10,L49029,L,297.7,307.2,1668,32.7,31,0,1423974600000
2,15,2015,11,L49033,L,297.6,307.2,1486,40.6,42,0,1423978200000
2,16,2015,12,L49037,L,297.7,307.4,1643,36.5,55,0,1424068200000
2,16,2015,1,L49039,L,297.8,307.4,1355,45.8,60,0,1424028600000
2,16,2015,2,L49040,L,297.8,307.6,1607,30.3,62,0,1424032200000
2,16,2015,3,L49042,L,297.9,307.7,1517,44.4,67,0,1424035800000
2,16,2015,4,L49044,L,297.9,307.7,1546,37.6,72,0,1424039400000
2,16,2015,5,L49045,L,297.9,307.7,1567,34.7,74,0,1424043000000
2,16,2015,6,L49047,L,298.1,307.9,1502,41.8,79,0,1424046600000
2,16,2015,7,L49048,L,298.3,308,1361,56.9,81,0,1424050200000
2,16,2015,8,L49050,L,298.3,308,1486,42.3,86,0,1424053800000
2,16,2015,9,L49051,L,298.3,308.1,1840,21.5,88,0,1424057400000
2,16,2015,10,L49052,L,298.3,308.1,1326,58.4,90,0,1424061000000
2,16,2015,11,L49053,L,298.4,308.1,1367,57.8,92,0,1424064600000
2,16,2015,12,L49054,L,298.4,308.1,1598,32.7,94,0,1424068200000
2,16,2015,1,L49055,L,298.3,308,1363,50.1,96,0,1424028600000
2,16,2015,2,L49056,L,298.3,308,1242,62,98,0,1424032200000
2,16,2015,3,L49060,L,298.1,307.7,1705,29.1,109,0,1424035800000
2,16,2015,4,L49061,L,298,307.6,1548,45.8,111,0,1424039400000
2,16,2015,5,L49065,L,298,307.6,1683,32.8,122,0,1424043000000
2,16,2015,6,L49066,L,297.9,307.6,1503,40.7,124,0,1424046600000
2,16,2015,7,L49070,L,297.8,307.4,1512,40.8,137,0,1424050200000
2,16,2015,8,L49071,L,297.7,307.4,1764,29,139,0,1424053800000
2,16,2015,9,L49073,L,297.8,307.5,1631,29.9,144,0,1424057400000
2,16,2015,10,L49075,L,297.9,307.6,1344,54.3,151,0,1424061000000
2,16,2015,11,L49076,L,297.9,307.5,1574,35.8,153,0,1424064600000
2,17,2015,12,L49077,L,297.8,307.4,1418,41.2,155,0,1424154600000
2,17,2015,1,L49078,L,297.8,307.5,1372,54.1,157,0,1424115000000
2,17,2015,2,L49079,L,297.8,307.5,1388,40,159,0,1424118600000
2,17,2015,3,L49082,L,298,307.6,1694,29.1,169,0,1424122200000
2,17,2015,4,L49083,L,297.9,307.6,1968,20.4,171,0,1424125800000
2,17,2015,5,L49085,L,297.9,307.6,1687,29.1,176,0,1424129400000
2,17,2015,6,L49086,L,297.9,307.6,1430,52.4,178,0,1424133000000
2,17,2015,7,L49087,L,297.9,307.6,1504,42.4,180,0,1424136600000
2,17,2015,8,L49088,L,297.9,307.6,1977,20.2,182,0,1424140200000
2,17,2015,9,L49089,L,298,307.7,1435,45.6,184,0,1424143800000
2,17,2015,10,L49094,L,298,307.7,1643,32.3,200,0,1424147400000
2,17,2015,11,L49095,L,298,307.7,1492,38.7,202,0,1424151000000
2,17,2015,12,L49096,L,298,307.7,1387,50.8,204,0,1424154600000
2,17,2015,1,L49099,L,298.2,308,1658,30,3,0,1424115000000
2,17,2015,2,L49100,L,298.1,307.9,2161,17.5,5,0,1424118600000
2,17,2015,3,L49101,L,298.1,307.9,1665,32,7,0,1424122200000
2,17,2015,4,L49102,L,298,307.8,1716,26.6,9,0,1424125800000
2,17,2015,5,L49103,L,298,307.7,1529,34.1,11,0,1424129400000
2,17,2015,6,L49104,L,297.9,307.7,1353,50.7,13,0,1424133000000
2,17,2015,7,L49105,L,297.9,307.7,1537,37.7,15,0,1424136600000
2,17,2015,8,L49106,L,298,307.7,1606,30.8,17,0,1424140200000
2,17,2015,9,L49108,L,298,307.8,1623,29.9,24,0,1424143800000
2,17,2015,10,L49113,L,298.1,308,1638,35.1,38,0,1424147400000
2,17,2015,11,L49114,L,298.1,307.9,1698,33.3,40,0,1424151000000
2,18,2015,12,L49117,L,298.2,308,1411,42.4,48,0,1424241000000
2,18,2015,1,L49118,L,298.1,307.9,1517,40.8,50,0,1424201400000
2,18,2015,2,L49120,L,298.1,307.9,1578,35.6,55,0,1424205000000
2,18,2015,3,L49121,L,298.1,307.9,1425,58.2,57,0,1424208600000
2,18,2015,4,L49122,L,298.1,308,1456,42.4,59,0,1424212200000
2,18,2015,5,L49123,L,298.1,308,1704,30.9,61,0,1424215800000
2,18,2015,6,L49124,L,298.1,308.1,1791,27.3,63,0,1424219400000
2,18,2015,7,L49125,L,298.1,308.1,1616,32.8,65,0,1424223000000
2,18,2015,8,L49126,L,298.2,308.1,1622,34.9,67,0,1424226600000
2,18,2015,9,L49127,L,298.2,308.1,1462,49.9,69,0,1424230200000
2,18,2015,10,L49128,L,298.1,308.1,1410,45.8,71,0,1424233800000
2,18,2015,11,L49131,L,298,307.8,1839,22.7,79,0,1424237400000
2,18,2015,12,L49132,L,298,307.8,1266,60.5,81,0,1424241000000
2,18,2015,1,L49133,L,297.9,307.7,1593,34.9,83,0,1424201400000
2,18,2015,2,L49134,L,297.9,307.8,1459,46.9,85,0,1424205000000
2,18,2015,3,L49135,L,297.9,307.7,1308,55.2,87,0,1424208600000
2,18,2015,4,L49140,L,297.8,307.6,1446,51.4,105,0,1424212200000
2,18,2015,5,L49141,L,297.8,307.5,1448,51.2,107,0,1424215800000
2,18,2015,6,L49142,L,297.8,307.5,1391,48.6,109,0,1424219400000
2,18,2015,7,L49143,L,297.7,307.5,1379,43.3,111,0,1424223000000
2,18,2015,8,L49145,L,297.8,307.5,1581,33.1,116,0,1424226600000
2,18,2015,9,L49146,L,297.9,307.6,1515,40.5,118,0,1424230200000
2,18,2015,10,L49147,L,297.9,307.6,1589,37.8,120,0,1424233800000
2,18,2015,11,L49148,L,298,307.6,1281,50.8,122,0,1424237400000
2,19,2015,12,L49151,L,297.9,307.6,1298,52.7,132,0,1424327400000
2,19,2015,1,L49152,L,297.9,307.6,1612,30.7,134,0,1424287800000
2,19,2015,2,L49153,L,297.9,307.6,1747,25.3,136,0,1424291400000
2,19,2015,3,L49154,L,298,307.6,1450,48.7,138,0,1424295000000
2,19,2015,4,L49155,L,298,307.7,1422,45.6,140,0,1424298600000
2,19,2015,5,L49158,L,298,307.7,1442,43.6,148,0,1424302200000
2,19,2015,6,L49161,L,298,307.6,1385,45,158,0,1424305800000
2,19,2015,7,L49165,L,298.1,307.7,1537,40.8,169,0,1424309400000
2,19,2015,8,L49166,L,298.1,307.6,1498,42.9,171,0,1424313000000
2,19,2015,9,L49169,L,298.2,307.9,1785,23.4,181,0,1424316600000
2,19,2015,10,L49170,L,298.2,307.8,1423,48.1,183,0,1424320200000
2,19,2015,11,L49172,L,298.2,307.8,1375,46.6,188,0,1424323800000
2,19,2015,12,L49175,L,298.3,308,1451,47.1,196,0,1424327400000
2,19,2015,1,L49177,L,298.3,308.1,1672,41.3,0,0,1424287800000
2,19,2015,2,L49179,L,298.4,308,1540,37.8,7,0,1424291400000
2,19,2015,3,L49180,L,298.4,308.1,1279,53.1,9,0,1424295000000
2,19,2015,4,L49181,L,298.4,308.2,1604,34.9,11,0,1424298600000
2,19,2015,5,L49182,L,298.5,308.2,1654,27.1,13,0,1424302200000
2,19,2015,6,L49184,L,298.5,308.2,1451,47.5,18,0,1424305800000
2,19,2015,7,L49185,L,298.5,308.3,1504,38,20,0,1424309400000
2,19,2015,8,L49187,L,298.6,308.4,1562,34.4,25,0,1424313000000
2,19,2015,9,L49188,L,298.5,308.3,1811,24.7,27,0,1424316600000
2,19,2015,10,L49190,L,298.6,308.3,1278,60.5,32,0,1424320200000
2,19,2015,11,L49191,L,298.7,308.5,1616,30.2,34,0,1424323800000
2,20,2015,12,L49192,L,298.6,308.4,1397,46.4,36,0,1424413800000
2,20,2015,1,L49193,L,298.6,308.4,1485,42.9,38,0,1424374200000
2,20,2015,2,L49194,L,298.6,308.4,1310,59.7,40,0,1424377800000
2,20,2015,3,L49195,L,298.5,308.2,1301,66.3,42,1,1424381400000
2,20,2015,4,L49196,L,298.5,308.3,1458,44,44,0,1424385000000
2,20,2015,5,L49197,L,298.7,308.5,1483,42.5,46,0,1424388600000
2,20,2015,6,L49198,L,298.7,308.5,1375,46.4,48,0,1424392200000
2,20,2015,7,L49201,L,298.7,308.5,1480,42.2,58,0,1424395800000
2,20,2015,8,L49202,L,298.7,308.4,1373,46.9,60,0,1424399400000
2,20,2015,9,L49203,L,298.7,308.5,1444,54.2,62,0,1424403000000
2,20,2015,10,L49205,L,298.7,308.5,1469,39.9,67,0,1424406600000
2,20,2015,11,L49207,L,298.7,308.4,1750,25.8,72,0,1424410200000
2,20,2015,12,L49209,L,298.7,308.5,1668,35.2,77,0,1424413800000
2,20,2015,1,L49210,L,298.9,308.6,1400,49.5,79,0,1424374200000
2,20,2015,2,L49211,L,298.8,308.6,1331,62.8,81,0,1424377800000
2,20,2015,3,L49212,L,298.8,308.5,1444,42.2,83,0,1424381400000
2,20,2015,4,L49216,L,299,308.7,1892,22.8,96,0,1424385000000
2,20,2015,5,L49218,L,299,308.8,1405,55.2,103,0,1424388600000
2,20,2015,6,L49220,L,299.1,308.9,1686,29.6,108,0,1424392200000
2,20,2015,7,L49221,L,299.1,308.9,1680,27.2,110,0,1424395800000
2,20,2015,8,L49224,L,299.3,309.1,1470,41.1,118,0,1424399400000
2,20,2015,9,L49226,L,299.3,309.1,1388,45.5,123,0,1424403000000
2,20,2015,10,L49227,L,299.3,309.2,1775,24.2,125,0,1424406600000
2,20,2015,11,L49228,L,299.3,309.2,1465,41.5,127,0,1424410200000
2,21,2015,12,L49232,L,299.5,309.3,1477,40.4,138,0,1424500200000
2,21,2015,1,L49233,L,299.5,309.3,1382,61,140,0,1424460600000
2,21,2015,2,L49235,L,299.6,309.4,1643,32.9,145,0,1424464200000
2,21,2015,3,L49236,L,299.5,309.3,1333,54.1,147,0,1424467800000
2,21,2015,4,L49237,L,299.5,309.3,1520,42.3,149,0,1424471400000
2,21,2015,5,L49240,L,299.6,309.5,1803,27.7,159,0,1424475000000
2,21,2015,6,L49241,L,299.7,309.6,1359,50.7,161,0,1424478600000
2,21,2015,7,L49243,L,299.7,309.6,1321,53.4,166,0,1424482200000
2,21,2015,8,L49244,L,299.6,309.5,1453,41.4,168,0,1424485800000
2,21,2015,9,L49245,L,299.7,309.6,1419,45.1,170,0,1424489400000
2,21,2015,10,L49246,L,299.7,309.6,1512,36.2,172,0,1424493000000
2,21,2015,11,L49247,L,299.7,309.6,1553,36.8,174,0,1424496600000
2,21,2015,12,L49250,L,299.7,309.5,1352,49.7,184,0,1424500200000
2,21,2015,1,L49252,L,299.6,309.5,1570,35.5,189,0,1424460600000
2,21,2015,2,L49253,L,299.6,309.4,1677,31.1,191,0,1424464200000
2,21,2015,3,L49254,L,299.5,309.4,1602,31.5,193,0,1424467800000
2,21,2015,4,L49255,L,299.5,309.4,1390,58.8,195,1,1424471400000
2,21,2015,5,L49256,L,299.4,309.3,1544,36,197,0,1424475000000
2,21,2015,6,L49257,L,299.4,309.4,1701,31.2,199,0,1424478600000
2,21,2015,7,L49260,L,299.3,309.2,2280,15.4,207,0,1424482200000
2,21,2015,8,L49264,L,299.5,309.3,1442,46.2,5,0,1424485800000
2,21,2015,9,L49265,L,299.5,309.3,1462,46.7,7,0,1424489400000
2,21,2015,10,L49267,L,299.5,309.3,1577,36.6,14,0,1424493000000
2,21,2015,11,L49268,L,299.6,309.4,1331,46.4,16,0,1424496600000
2,22,2015,12,L49269,L,299.5,309.3,1941,22.5,18,0,1424586600000
2,22,2015,1,L49270,L,299.5,309.2,1393,47.3,20,0,1424547000000
2,22,2015,2,L49271,L,299.4,309.2,1433,42.1,22,0,1424550600000
2,22,2015,3,L49272,L,299.4,309.2,1444,48.2,24,0,1424554200000
2,22,2015,4,L49273,L,299.4,309.2,1564,39,26,0,1424557800000
2,22,2015,5,L49274,L,299.4,309.3,1377,43.6,28,0,1424561400000
2,22,2015,6,L49275,L,299.4,309.3,1525,41.5,30,0,1424565000000
2,22,2015,7,L49278,L,299.4,309.3,1401,59,38,0,1424568600000
2,22,2015,8,L49279,L,299.4,309.3,1596,31.8,40,0,1424572200000
2,22,2015,9,L49281,L,299.3,309.3,1528,37.8,45,0,1424575800000
2,22,2015,10,L49282,L,299.3,309.3,1325,62,47,0,1424579400000
2,22,2015,11,L49285,L,299.3,309.1,1495,44,55,0,1424583000000
2,22,2015,12,L49286,L,299.4,309.1,1645,28.6,57,0,1424586600000
2,22,2015,1,L49291,L,299.4,309,1436,47.9,75,0,1424547000000
2,22,2015,2,L49292,L,299.5,309.1,1852,22.6,77,0,1424550600000
2,22,2015,3,L49293,L,299.5,309.1,1863,22.5,79,0,1424554200000
2,22,2015,4,L49295,L,299.4,309,1404,47.3,86,0,1424557800000
2,22,2015,5,L49303,L,299.3,309,1491,38.4,115,0,1424561400000
2,22,2015,6,L49304,L,299.2,308.9,1430,39.1,117,0,1424565000000
2,22,2015,7,L49305,L,299.3,308.9,1258,69.4,119,1,1424568600000
2,22,2015,8,L49306,L,299.3,309,1449,46.5,121,0,1424572200000
2,22,2015,9,L49308,L,299.4,309,1800,24.3,128,0,1424575800000
2,22,2015,10,L49310,L,299.4,309,1391,58.2,135,0,1424579400000
2,22,2015,11,L49311,L,299.4,309.1,1432,45.4,137,0,1424583000000
2,23,2015,12,L49312,L,299.4,309,1660,28.4,139,0,1424673000000
2,23,2015,1,L49314,L,299.3,309,1473,46.3,146,0,1424633400000
2,23,2015,2,L49315,L,299.3,309,1511,47.8,148,0,1424637000000
2,23,2015,3,L49316,L,299.2,308.9,1588,41.5,150,0,1424640600000
2,23,2015,4,L49317,L,299.3,308.9,1623,31.1,152,0,1424644200000
2,23,2015,5,L49318,L,299.3,309,1734,30.6,154,0,1424647800000
2,23,2015,6,L49319,L,299.3,309,1415,47.6,156,0,1424651400000
2,23,2015,7,L49320,L,299.3,309,1419,46.6,158,0,1424655000000
2,23,2015,8,L49322,L,299.3,308.9,1376,60.3,163,0,1424658600000
2,23,2015,9,L49324,L,299.4,308.9,1451,40.5,168,0,1424662200000
2,23,2015,10,L49325,L,299.3,308.8,1550,45.8,170,0,1424665800000
2,23,2015,11,L49326,L,299.3,308.8,1647,32.9,172,0,1424669400000
2,23,2015,12,L49327,L,299.4,308.9,1550,33.7,174,0,1424673000000
2,23,2015,1,L49328,L,299.4,308.9,1583,34.1,176,0,1424633400000
2,23,2015,2,L49329,L,299.4,309,1613,32.2,178,0,1424637000000
2,23,2015,3,L49335,L,299.3,308.8,1341,47.7,199,0,1424640600000
2,23,2015,4,L49340,L,299.4,309,1507,41,213,0,1424644200000
2,23,2015,5,L49341,L,299.4,309.1,1464,40.5,215,0,1424647800000
2,23,2015,6,L49342,L,299.5,309.1,1336,42.1,217,0,1424651400000
2,23,2015,7,L49343,L,299.6,309.2,1422,39.8,219,0,1424655000000
2,23,2015,8,L49344,L,299.6,309.2,1540,36.7,221,0,1424658600000
2,23,2015,9,L49345,L,299.5,309.1,1476,47.8,223,0,1424662200000
2,23,2015,10,L49349,L,299.5,309.1,1415,49.2,8,0,1424665800000
2,23,2015,11,L49351,L,299.5,309.1,1502,44.6,13,0,1424669400000
2,24,2015,12,L49352,L,299.5,309.2,1816,23,15,0,1424759400000
2,24,2015,1,L49354,L,299.6,309.2,1572,33.4,20,0,1424719800000
2,24,2015,2,L49358,L,299.6,309.2,1602,37.3,31,0,1424723400000
2,24,2015,3,L49359,L,299.6,309.2,1601,33.3,33,0,1424727000000
2,24,2015,4,L49364,L,299.8,309.4,1475,43.4,51,0,1424730600000
2,24,2015,5,L49365,L,299.8,309.4,1630,32.4,53,0,1424734200000
2,24,2015,6,L49366,L,299.7,309.4,1445,42.9,55,0,1424737800000
2,24,2015,7,L49368,L,299.7,309.3,1420,44.1,60,0,1424741400000
2,24,2015,8,L49371,L,299.6,309,1648,33.6,70,0,1424745000000
2,24,2015,9,L49372,L,299.6,309,1472,48.8,72,0,1424748600000
2,24,2015,10,L49375,L,299.6,308.9,1613,30.8,80,0,1424752200000
2,24,2015,11,L49377,L,299.7,309,1412,49.2,85,0,1424755800000
2,24,2015,12,L49380,L,299.8,309.1,1546,35.6,93,0,1424759400000
2,24,2015,1,L49381,L,299.8,309,1567,36.1,95,0,1424719800000
2,24,2015,2,L49383,L,299.8,309,1614,30.8,100,0,1424723400000
2,24,2015,3,L49385,L,299.9,309.2,1624,34.6,105,0,1424727000000
2,24,2015,4,L49386,L,299.9,309.2,1436,52,107,0,1424730600000
2,24,2015,5,L49387,L,299.8,309.2,1591,37.5,109,0,1424734200000
2,24,2015,6,L49389,L,299.8,309.3,1386,49.4,116,0,1424737800000
2,24,2015,7,L49390,L,299.7,309.2,1401,54.1,118,0,1424741400000
2,24,2015,8,L49392,L,299.7,309.1,1475,40,123,0,1424745000000
2,24,2015,9,L49393,L,299.7,309.1,1473,39.4,125,0,1424748600000
2,24,2015,10,L49396,L,299.7,309.2,1645,30.8,137,0,1424752200000
2,24,2015,11,L49397,L,299.7,309.1,1347,55.3,139,0,1424755800000
2,25,2015,12,L49398,L,299.7,309.1,1713,33.5,141,0,1424845800000
2,25,2015,1,L49401,L,299.6,309,1372,60.4,149,0,1424806200000
2,25,2015,2,L49402,L,299.7,309,1605,33,151,0,1424809800000
2,25,2015,3,L49403,L,299.6,309,1413,48.5,153,0,1424813400000
2,25,2015,4,L49407,L,299.5,308.8,1965,20.4,164,0,1424817000000
2,25,2015,5,L49409,L,299.4,308.7,1681,30.8,171,0,1424820600000
2,25,2015,6,L49410,L,299.5,308.7,1446,45.7,173,0,1424824200000
2,25,2015,7,L49411,L,299.4,308.6,1415,56.4,175,0,1424827800000
2,25,2015,8,L49412,L,299.5,308.6,1672,30.5,177,0,1424831400000
2,25,2015,9,L49413,L,299.5,308.7,2549,13,179,1,1424835000000
2,25,2015,10,L49414,L,299.4,308.6,1492,40.5,181,0,1424838600000
2,25,2015,11,L49417,L,299.3,308.6,1403,50.6,189,0,1424842200000
2,25,2015,12,L49418,L,299.3,308.6,1474,49.6,191,0,1424845800000
2,25,2015,1,L49419,L,299.2,308.6,1381,50,193,0,1424806200000
2,25,2015,2,L49420,L,299.2,308.5,1457,44.7,195,0,1424809800000
2,25,2015,3,L49421,L,299.2,308.4,1711,28.9,197,0,1424813400000
2,25,2015,4,L49422,L,299.2,308.4,1667,29,199,0,1424817000000
2,25,2015,5,L49423,L,299.2,308.4,1465,35,201,0,1424820600000
2,25,2015,6,L49426,L,299.3,308.4,1406,47.4,3,0,1424824200000
2,25,2015,7,L49429,L,299.2,308.5,1442,46.5,11,0,1424827800000
2,25,2015,8,L49433,L,299.2,308.4,1386,54.1,26,0,1424831400000
2,25,2015,9,L49434,L,299.1,308.3,1325,46.9,28,0,1424835000000
2,25,2015,10,L49435,L,299.1,308.3,1559,33.7,30,0,1424838600000
2,25,2015,11,L49436,L,299.1,308.3,1489,38.1,32,0,1424842200000
2,26,2015,12,L49437,L,299.1,308.3,1892,25.2,34,0,1424932200000
2,26,2015,1,L49438,L,299.1,308.2,1319,60.3,36,0,1424892600000
2,26,2015,2,L49439,L,299.1,308.3,1431,52.3,38,0,1424896200000
2,26,2015,3,L49442,L,299.1,308.3,1533,42.4,48,0,1424899800000
2,26,2015,4,L49446,L,299.2,308.5,1381,60.6,59,0,1424903400000
2,26,2015,5,L49447,L,299.2,308.5,1370,52.4,61,0,1424907000000
2,26,2015,6,L49448,L,299.2,308.5,1438,46.6,63,0,1424910600000
2,26,2015,7,L49449,L,299.3,308.6,1314,48.2,65,0,1424914200000
2,26,2015,8,L49450,L,299.3,308.6,1437,48.1,67,0,1424917800000
2,26,2015,9,L49451,L,299.2,308.5,1821,26.1,69,0,1424921400000
2,26,2015,10,L49453,L,299.3,308.5,1589,32.7,74,0,1424925000000
2,26,2015,11,L49454,L,299.3,308.6,1520,33.7,76,0,1424928600000
2,26,2015,12,L49455,L,299.3,308.6,1605,37,78,0,1424932200000
2,26,2015,1,L49456,L,299.3,308.7,1393,54.2,80,0,1424892600000
